,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date
275,thistletower,location close to where we neededlifts waste of time not enough lifts every floor had 10 plus people waiting so 1015 mins wait for a lift  stairway not found sinuses fire exit but could leave as door had alarm in it nightmare,2022-07-10,7.0,7.7,20956,1,0,good location lifts a nightmare,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
276,phoenixhotel,"Its locationThe lift was slow, old and did not feel safe

The breakfast was really bad  when we booked there was no mention of optional additional costs Regardless there were limited options very low quality

Uncomfortable beds

The option of a double bed was selected and we were given 2 single beds",2022-10-07,3.0,8.2,5898,1,0,Poor,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
277,phoenixhotel,"Location, colazione, camere abbastanza nuove",2024-04-17,8.0,8.2,5898,0,0,"Stupendo, tornerei domani",4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
278,nyx-hotel-london-by-leonardo-hotels,"Het bed was goed en het ligt op een goede locatieHet personeel is niet vriendelijk en lacht nooit Ook is het heel erg warm op de kamer zelfs met airco Ik sliep met airco, maar je voelde er niks van",2024-05-25,7.0,8.4,9394,0,0,Te duur voor alles wat je krijgt,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
279,parkinternational,The hotel is in a great location quieter than other areas but pubs and restaurants near and tube station near toOur bathroom was very cold with no heating in there which was a bit of a downer but room was warm and comfortable,2022-12-18,9.0,7.6,6120,0,0,Christmas trip,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
280,parkinternational,Location was goodRoom was dated with paint peeling but fine for a onenight stay,2023-08-28,7.0,7.6,6120,0,0,Good,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
281,cityinnwestminster,everythingnothing,2022-08-25,10.0,8.3,7467,0,1,fabulous will be back,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02
282,blakemore,"Check in , friendly stewards at the desk Chamber was ok, clean, enough room for 3 people We had everthing we neadBreakfast too many people, a little room for the buffet
The noise of the metro
We had to pay for our luggage, for a few hours that we wanted to stay longer in London in order of the Eurostar And i had to pay this in cash Didnt expect that because we spended already a lot of money
Waiting for the elevator One was out of order",2023-07-13,7.0,8.3,12340,0,0,We had a nice stay for 3 nights,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
283,milleniumgloucester,Just a nice hotel and staffCouldnt turns the lights off in the room,2024-10-29,8.0,7.4,15320,0,0,Very good,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02
284,the-belgrave,location,2023-05-27,10.0,8.6,5715,0,0,Thankyou to the team,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
285,sidneyhotel,Excellent location  Clean and comfortable roomWalls are very thin  You can hear the conversations from the rooms around you and I could hear snoring throughout the night from the room next to mine,2023-02-02,6.0,7.8,12641,0,0,Good value for money shame about thin walls,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
286,z-trafalgar,"Such a cute quirky hotel Bit more compact than I expected but was comfortable and I loved the controls for lighting, blind and smart TV",2022-01-08,8.0,8.4,13923,0,0,Perfect for an overnight stay,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
287,nyx-hotel-london-by-leonardo-hotels,Amazing decorNo jacuzzi,2023-08-20,9.0,8.4,9394,1,0,Comfortable and fun,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
288,stgileshotel,"Excellent location, underground 2 minutes farNo wardrobe in the room, bathroom really small",2023-12-30,8.0,7.0,14989,0,1,Very good,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02
289,marlin-waterloo,Great location Friendly staffThe room hadnt been cleaned properly The chair in the room hadnt been fluffed from the previous guest and there were candy wrappers in the seat,2024-10-29,9.0,8.1,10695,0,0,Not as good as my first stay but still a good hotel,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
290,lancaster-gate,"Location is goodWalls are paper thin, you can hear everything from neighbors Breakfast not included in a 200 night Rooms are small and very old  It does not feel like in the pictures at all A total downer",2023-08-19,1.0,7.7,14445,1,0,Definitely not worth 200 a night,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
291,royal-national,LocationBeds were not comfortable and wifi reception was not good,2023-07-22,8.0,7.5,9767,0,0,It was okay,3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02
292,blakemore,I liked afternoon drinks in the restaurant,2024-10-22,8.0,8.3,12340,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
293,montcalm-chilworth-townhouse,Great locationso near the tube,2024-08-12,8.0,7.7,9205,0,0,Great location,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
294,parkinternational,"the location of the hotel was perfect the rooms were totally silent at night despite being on a main road great location, staff were good but the breakfast was simply amazing  i couldnt have asked for a better breakfast buffet 5 stars for the breakfast the rooms were a little on the small side",2021-12-22,8.0,7.6,6120,1,0,"great location, great value, excellent breakfast, smaller than expected rooms",4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
295,park-plaza-county-hall,"upgraded to executive suite
breakfast
staff helpfulno bottle of water on the suite or in the fridge 
bottle of Pinot Grigio at 42 expensive",2022-06-27,8.0,8.6,11045,0,0,short stay,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02
296,tavistock,The room and staff were amazingLoved the property,2023-07-31,10.0,7.7,5932,0,0,"Great hotel, fantastic staff",3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02
297,lancaster-gate,the hotel was lovely and the staff where really friendly and did anything they could to helpthere was long wait at the bar cause there was only one member of staff on the bar and lots of guests to serve would be better if there was two members of staff running the bar also when it came to the day where we checked out we couldnt have a shower or a bath the in the morning before we left as the hotel boiler was broke this  was a huge let down for the hotel as guests should expect to be able to have a wash the morning of check out i was really dissapointed by this,2023-02-21,4.0,7.7,14445,0,0,Disappointing,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
298,stgileshotel,The locationEverything else,2022-12-02,5.0,7.0,14989,0,0,Passable,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02
299,z-trafalgar,"The locationThe room size , and the matress was very hard",2023-07-12,7.0,8.4,13923,0,0,Good,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
300,montcalm-chilworth-townhouse,location and was more up market than I was expecting for what I paidRoom was very small Breakfast could have been better for 15 I cut my breakfast bacon and thought I heard it oink it was that undercooked,2022-05-09,7.0,7.7,9205,0,0,Great location and friendly staff Good shower as well,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
301,the-clermont-victoria,Fantastic location  great staff and service,2022-05-06,10.0,8.7,6664,0,0,Exceptional,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
302,nyx-hotel-london-by-leonardo-hotels,"Querky hotel, lovely atmosphereHash browns in the morning were very dry and soft",2023-02-12,10.0,8.4,9394,0,0,Exceptional,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
303,marlin-waterloo,"Great location, beautiful rooms, helpful staff, could hardly have asked for more",2024-01-02,9.0,8.1,10695,0,0,Superb,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
304,phoenixhotel,"It was exepcional good Staff was friendly, location good Breakfast  goodNeed better wifi",2022-06-06,10.0,8.2,5898,0,0,Good,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
305,royal-national,"Great Location Clean and comfyEverything was great but keep that in mind that this is a tour group hotel Very clean, very comfy, great bed, great wifi but always crowded Checkin takes forever because of large tourist groups and it can be very noisy sometimes at nights because of those large groups I dont mind that so id definitely go stay there again",2023-04-07,7.0,7.5,9767,4,0,Clean and comfy,3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02
306,lancaster-gate,the location is perfectthe first night they gave us a room in the basement which was literally awful,2022-09-19,5.0,7.7,14445,0,0,could be better,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
307,radissonblugrafton,"Unexpectedly lovely hotel in terms of deco, facilities and ambience Friendly, helpful team at the front desk and at breakfastTraffic noise from the street Very busy location with what appears to be an ambulance station opposite Perhaps rooms at the rear are quieter  However, the hotel itself was very quiet and serene",2022-11-04,8.0,7.9,9315,1,0,"Comfortable, pleasant and convenient but busy location",4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
308,alexandra-hotel,"Comfortable clean room  Restaurants close by Paddington underground and buses within walking distance, taxis easily hailed outside In general was perfect for our needs1030 check out",2024-09-28,7.0,7.0,6404,0,0,would recommend,3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02
309,parkinternational,"Had 1 breakfast it was absolutely fantastic, location was perfect for sightseeing and shopping
Big large room, best bed and bed linen everBar not open on Wednesday night",2023-12-12,10.0,7.6,6120,0,0,Loved it and would recommend it to anyone traveling to the UK,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
310,royal-national,"The staff was niceIt looks like a old dorm, the first room we got was terrible and nothing like the pictures The hallways are dirty and smell kind of bad Could not open the door to our room fully Not possible to adjust the aircondition",2024-03-04,5.0,7.5,9767,0,0,"Not great, just ok",3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02
311,montanahotel,"The staff went above and beyond, so kind and helpfulNeeded a microwave in the room",2024-02-24,9.0,7.8,6248,1,0,Fabulous stay,3,9.0,7.7,8.2,8.2,8.0,9.4,2024-12-16
312,the-belgrave,Cosy and well situated hotelSmall room and small uncomfortable bed Had expected better at the price paid,2023-04-10,8.0,8.6,5715,1,0,Very good,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
313,park-plaza-county-hall,"From the moment we walked in staff were kind , polite and very helpful Elliot on the check in desk was so nice and nothing was a problem for him as were all the staff  The facilities were excellent nothing was left to chance The breakfast was great value and very enjoyable I asked the chef to make me an omelette which he did and it was wonderfulNothing",2024-06-25,10.0,8.6,11045,0,0,Fantastic stay in a great location,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02
314,park-plaza-county-hall,"central location, helpful staff, comfortable room, great view, fantastic breakfastwould liked it to have been cheaper, but you do get what you pay for",2022-09-22,10.0,8.6,11045,0,1,excellent stay,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02
315,z-trafalgar,"Absolutely perfect for a one night stay right in the centre of London Considering the reasonably low price I was not expecting much However the amenities were spot on, the room was clean and very comfortable and bathroom a decent enough size The options for a late checkout for a few extra pounds was really helpful The bar had an OK selection, although with so many other places nearby it was not really a problem The staff were extremely helpful and polite I will definitely consider this chain againThere are only two extremely minor points I like to hang my clothes up There was only a very small area with a couple of hooks on to do this The bar was not brilliantly stocked, but again, there are plenty of other places nearby Very minor points",2023-11-29,9.0,8.4,13923,0,0,"Ideal for one person staying overnight in London, it exceeded what I was expecting",3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
316,keystone-house,"Great location, perfect for an overnight stay  literally a short walk from St Pancras International
Basic but clean Felt safe  secure Staff friendly Bed comfy  shower decentNo window in the room but for one night it was fine  Some other reviews said it was noisy  traffictrain noise but I didnt really notice it  Im a light sleeper",2024-07-17,8.0,7.9,5933,0,0,Does what it says in the tin,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02
317,point-a-london-liverpool-street,Very good breakfast Small room but comfy,2024-09-12,8.0,7.7,8323,0,0,Very good,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02
318,zedwell-trocaderor,Location is accessible to places we planned to goIt would be nice if the hotel can provide hot water or just even install dispenser with paper cups Just add more hooks for hanging on the wall,2022-05-06,7.0,7.4,39497,0,0,We enjoyed our stay We were facilitated properly The hotel is accessible to most places we like,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
319,sidneyhotel,NothingThey gave a room I  4th floor without elevator or someone to carry my bags,2023-09-11,1.0,7.8,12641,2,0,Bad,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
320,norfolktowershotel,"Rooms well lit and well equipped, reasonably new and quiet, if small Very good hot and cold breakfast Lots of staff, professional and helpful",2024-03-23,8.0,7.7,9382,0,0,Affordable comfort close to Paddington station,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
321,montcalm-chilworth-townhouse,Location is really good for getting about with Proximity to Paddington stationSize of the rooms are ridiculously small because ok if single person but way to small for a couple,2024-09-19,5.0,7.7,9205,0,0,Great location Tiny room,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
322,zedwell-trocaderor,"The location and the bed were perfect Everything you need for a short stay, a warm comfy place to sleep and a friendly staff to help you check in and out Because there are no windows, its very quiet and cost for sleeping, I slept like a babyThe shower couldve been better, it was somewhat broken But it got resolved quickly",2022-04-15,8.0,7.4,39497,0,0,"Great for a efficiency room, perfect for a short stay when solo traveling",0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
323,marlin-waterloo,"Great location, room was a good size too with great facilities smart tv, spacious kitchenette, sofa bed ectEvening of 14052022 I arrived with my friend  and we both had multiple bags and luggage After checking in , the male receptionist refused to help us with our bags When we asked about a Porter he LAUGHED and said the Porter trolley was broken The two male receptionists on duty then watched us, two young women , struggle with our bags we had to make a few journeys  I have never had to do this in a hotel or been laughed at by reception  In the morning we saw guests checking in and a Porter helping them When we asked the staff why we had been told there was no Porter service they confirmed they do offer this service and we had been lied to for the entertainment of the boys on the front desk Not a good experience or feeling, especially with the price considered I would hope it was just those particular staff members who thought this was acceptable When we arrived to our room , the sofa bed was open for use , we folded it away so we could have more space only to see thick dust underneath it  Overall we didnt have  a bad time at Marlin Waterloo, but we were left with a bad taste towards the hotel and wont be visiting again For the price I wouldnt expect these things to happen",2022-05-17,5.0,8.1,10695,0,0,"Lovely spacious room, great location , poor customer service and cleanliness in my experience",4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
